course_info,date,total_click
FFF_2014J,205,16045
CCC_2014J,141,19929
FFF_2014J,219,25628
FFF_2013J,57,17431
FFF_2013B,-3,16737
DDD_2014J,-6,10294
FFF_2014B,14,17134
DDD_2013B,25,16084
FFF_2013J,88,10315
FFF_2014B,200,11362
FFF_2014J,-3,16141
DDD_2013J,25,16611
CCC_2014J,27,13209
FFF_2013B,103,11420
FFF_2013J,114,17726
FFF_2013B,121,14956
CCC_2014B,199,11472
FFF_2013B,207,18433
FFF_2013J,166,16110
EEE_2014J,29,10868
DDD_2013B,16,14292
CCC_2014J,-3,10025
FFF_2014B,33,16584
FFF_2014J,-2,22275
FFF_2013B,69,10440
FFF_2013B,201,16586
FFF_2013B,161,11676
FFF_2014B,1,25756
FFF_2013J,-17,13601
FFF_2013J,209,12739
FFF_2013B,160,11705
FFF_2013J,206,14879
DDD_2014J,40,12928
CCC_2014B,1,15525
FFF_2013J,5,31376
CCC_2014J,28,11100
FFF_2013J,37,30383
FFF_2014J,132,18106
FFF_2013J,125,11271
FFF_2013B,27,15851
FFF_2013B,-10,10853
EEE_2014J,158,13045
FFF_2013B,77,10203
DDD_2013B,79,10297
FFF_2014J,218,23637
CCC_2014J,140,13763
BBB_2013B,226,14230
EEE_2014J,65,11888
FFF_2014J,155,21536
FFF_2014B,48,12047
FFF_2013J,208,20994
FFF_2013J,224,18449
FFF_2014B,45,14213
FFF_2014J,93,37774
FFF_2013J,109,17948
CCC_2014B,65,21831
CCC_2014J,235,17065
EEE_2013J,15,18639
EEE_2014J,33,10808
FFF_2014B,24,25096
EEE_2013J,8,10655
DDD_2013B,22,16262
FFF_2013B,117,11039
FFF_2014J,10,32170
FFF_2013J,164,18276
DDD_2013J,15,10793
FFF_2014J,33,25348
FFF_2014J,36,23207
CCC_2014J,30,19309
FFF_2013J,121,15537
EEE_2014J,161,13028
CCC_2014B,136,27802
FFF_2013J,199,13111
BBB_2013J,45,12086
FFF_2014J,183,10467
FFF_2013J,231,24434
FFF_2013B,64,12722
CCC_2014J,238,21039
FFF_2013B,-17,15232
FFF_2013B,18,46913
CCC_2014B,224,10718
FFF_2013J,27,22559
FFF_2013J,193,13315
FFF_2013B,108,11348
FFF_2014B,29,16548
FFF_2014J,124,14107
DDD_2013J,8,10850
FFF_2014J,110,14537
FFF_2014B,4,21414
FFF_2013J,47,36037
DDD_2013B,116,11087
FFF_2014J,47,24699
DDD_2013J,229,10141
EEE_2013J,18,22707
FFF_2013B,81,16043
BBB_2014J,236,21336
FFF_2014J,123,14151
CCC_2014J,-18,16784
FFF_2013B,57,10665
FFF_2013B,-18,29371
FFF_2014J,189,10051
EEE_2013J,154,10285
FFF_2013B,38,23565
FFF_2013B,148,14008
CCC_2014B,63,11704
FFF_2013J,33,26266
FFF_2014B,225,35088
FFF_2013B,99,11427
FFF_2013J,151,20558
FFF_2014J,14,25752
FFF_2014J,194,14008
CCC_2014J,63,12199
FFF_2014B,44,14055
BBB_2014J,17,11771
DDD_2014B,2,11447
DDD_2013J,87,10436
FFF_2014J,44,26846
CCC_2014J,8,20039
FFF_2013J,10,31092
FFF_2014J,220,21394
FFF_2013J,2,41579
FFF_2014B,46,14016
BBB_2013B,16,14462
BBB_2013J,17,12887
BBB_2014J,149,13820
FFF_2013J,216,14464
BBB_2013B,23,10156
FFF_2013B,221,56837
FFF_2014J,26,25404
DDD_2014J,17,11564
FFF_2013B,2,30852
FFF_2014J,-1,22150
FFF_2014J,43,22835
EEE_2014J,19,23674
FFF_2013J,99,20154
FFF_2014J,159,17195
FFF_2014B,166,10306
FFF_2014B,49,18028
FFF_2013B,86,24144
FFF_2014B,157,10613
CCC_2014J,18,50543
CCC_2014B,4,15660
FFF_2013B,178,13121
FFF_2013J,170,24111
BBB_2014J,40,10971
FFF_2014B,30,20682
FFF_2014B,93,12584
FFF_2014B,213,12960
DDD_2014J,239,14892
FFF_2014J,192,14143
FFF_2013J,-5,11126
FFF_2013B,16,40688
FFF_2013J,223,14293
FFF_2014J,8,30100
FFF_2014J,101,21073
FFF_2013J,-4,15182
BBB_2014J,107,10952
FFF_2013J,198,13045
FFF_2013B,190,10741
CCC_2014B,6,11468
EEE_2014J,160,11137
FFF_2013J,144,20861
FFF_2013J,45,34168
FFF_2014J,199,24156
FFF_2013J,215,18654
FFF_2013J,11,33167
FFF_2013B,25,24037
FFF_2014B,60,11593
BBB_2013B,10,10494
