course_info,date,total_click
EEE_2013J,93,3638
FFF_2013B,95,16050
GGG_2013J,161,1863
FFF_2014B,187,7979
FFF_2013B,-9,11077
FFF_2013J,143,23253
BBB_2014B,11,9798
CCC_2014J,2,22395
BBB_2014J,0,10524
GGG_2014J,13,1255
BBB_2014J,1,10500
CCC_2014J,-10,6493
GGG_2013J,175,1453
BBB_2013B,139,2747
BBB_2013J,110,4151
EEE_2014J,44,8170
BBB_2014J,4,10410
BBB_2013J,56,5823
CCC_2014B,32,12874
BBB_2014J,129,6536
AAA_2013J,153,2136
EEE_2013J,96,3575
FFF_2013B,122,15238
BBB_2014J,151,14053
BBB_2014J,182,4911
DDD_2013B,69,4263
EEE_2014J,117,5957
GGG_2014J,213,3275
BBB_2013J,144,3111
BBB_2013J,149,2956
FFF_2014B,43,12493
BBB_2013B,17,14735
DDD_2013B,66,4350
BBB_2013J,137,3334
DDD_2013B,97,3393
DDD_2014J,200,3681
GGG_2013J,130,2878
GGG_2013J,142,2506
CCC_2014B,74,3341
BBB_2014J,-8,10817
FFF_2014B,129,18040
BBB_2013J,7,7378
DDD_2014J,225,2924
EEE_2013J,143,10345
FFF_2013B,52,17446
DDD_2013J,96,3950
BBB_2013J,175,2165
DDD_2013B,83,3837
FFF_2014J,137,18276
BBB_2013B,104,3875
AAA_2013J,167,1733
GGG_2014B,212,2821
EEE_2013J,148,10184
CCC_2014J,12,22264
EEE_2014J,203,3322
GGG_2014B,206,3015
FFF_2013B,159,13889
DDD_2014J,-22,2218
EEE_2014B,217,2381
CCC_2014B,69,3616
EEE_2014J,115,6044
BBB_2013B,-4,7104
FFF_2014B,51,28424
BBB_2013B,161,2001
EEE_2014B,31,8134
FFF_2014B,27,12787
BBB_2013B,36,5877
DDD_2013J,129,10955
FFF_2013J,172,30392
EEE_2014J,22,8913
FFF_2014B,39,12409
DDD_2014J,204,3420
BBB_2014J,233,11447
BBB_2014J,45,9082
GGG_2014J,221,3084
BBB_2013J,57,5736
DDD_2014J,217,2966
DDD_2014J,224,2753
DDD_2014J,209,3219
FFF_2013J,113,15851
CCC_2014B,75,3384
DDD_2014B,128,5223
CCC_2014J,71,4026
EEE_2014J,116,6048
FFF_2013J,124,15508
CCC_2014B,133,9777
BBB_2014J,117,6870
BBB_2013B,68,4904
AAA_2013J,195,1078
DDD_2014B,213,2583
FFF_2013J,-12,11526
BBB_2013B,140,2684
AAA_2013J,161,2105
BBB_2013J,25,6756
BBB_2014J,91,7692
GGG_2014J,198,3822
AAA_2013J,19,6518
EEE_2013J,40,5402
FFF_2013J,142,23181
BBB_2014B,9,9612
BBB_2013J,208,9162
EEE_2013J,103,3511
FFF_2014B,67,11592
CCC_2014B,48,4316
GGG_2014J,16,1290
BBB_2014J,127,6467
BBB_2013J,141,3055
FFF_2013B,87,24370
FFF_2014B,145,9165
BBB_2014B,23,9192
DDD_2014J,11,9469
DDD_2014B,198,3155
EEE_2014B,-7,1178
BBB_2014J,214,3780
DDD_2014J,141,5428
FFF_2014J,71,11977
BBB_2014J,172,5094
EEE_2014B,224,2263
FFF_2013J,122,15641
FFF_2014J,108,19053
FFF_2014J,238,39599
CCC_2014B,42,4474
DDD_2014J,-17,2091
DDD_2013J,213,8373
BBB_2014J,119,6734
AAA_2013J,152,2343
DDD_2014B,-18,9803
EEE_2014B,115,5634
BBB_2014J,222,3553
BBB_2014B,213,3323
DDD_2014J,198,3616
FFF_2013B,192,12954
CCC_2014J,87,3572
GGG_2013J,145,2544
EEE_2014J,217,2969
CCC_2014B,82,3215
AAA_2013J,168,1826
FFF_2013B,177,13441
CCC_2014J,60,12593
BBB_2014J,180,4871
DDD_2013B,-8,6531
EEE_2013J,63,4759
FFF_2013J,168,14220
DDD_2013B,35,5204
DDD_2013J,104,3569
FFF_2014J,131,18337
EEE_2014J,60,7824
FFF_2014J,205,16045
EEE_2014J,216,3047
FFF_2013J,57,17431
DDD_2014J,-6,10294
DDD_2014J,-15,2387
BBB_2014J,189,4480
GGG_2014J,229,2440
CCC_2014J,27,13209
FFF_2013B,121,14956
FFF_2014B,173,8128
BBB_2013B,35,5789
AAA_2013J,157,2330
EEE_2014J,223,2801
BBB_2014J,53,8719
DDD_2013B,16,14292
DDD_2013B,103,3403
DDD_2013J,110,3690
DDD_2013B,106,3311
FFF_2014J,-2,22275
BBB_2013B,58,5093
EEE_2014B,32,8266
FFF_2013J,209,12739
CCC_2014J,89,3061
DDD_2014J,-14,2335
CCC_2014J,75,3497
FFF_2014J,132,18106
DDD_2014J,-20,2523
BBB_2014B,217,3155
EEE_2014J,158,13045
FFF_2013B,-10,10853
BBB_2014J,218,3630
FFF_2014J,218,23637
DDD_2013B,95,3663
BBB_2013J,207,9179
DDD_2014J,205,3735
AAA_2014J,-9,2298
BBB_2014B,39,8670
BBB_2013B,28,5918
BBB_2014J,205,3912
EEE_2014J,224,2859
DDD_2014B,16,9178
EEE_2014B,216,2605
FFF_2014B,48,12047
FFF_2013J,208,20994
BBB_2013B,105,3535
BBB_2013B,147,2244
BBB_2013J,176,1851
FFF_2014J,-12,6242
DDD_2014J,214,3554
EEE_2014J,211,3246
AAA_2014J,238,2728
AAA_2013J,194,1122
BBB_2013J,27,6472
EEE_2014J,122,5997
AAA_2013J,15,6675
GGG_2013J,127,2701
BBB_2013J,66,5275
EEE_2014B,193,3352
FFF_2014B,183,7903
EEE_2014B,228,2266
AAA_2013J,158,2281
DDD_2013J,59,5337
FFF_2013J,121,15537
BBB_2013B,132,2734
EEE_2014J,161,13028
DDD_2013B,65,4642
FFF_2013J,199,13111
CCC_2014B,196,7497
BBB_2013J,146,2813
DDD_2013B,86,4009
BBB_2013J,116,3737
GGG_2014J,-4,1570
DDD_2014J,23,9449
GGG_2014J,214,3005
BBB_2013J,138,3067
AAA_2013J,188,1343
DDD_2014J,199,3985
FFF_2013J,193,13315
BBB_2013B,134,2684
AAA_2013J,174,1941
BBB_2014J,166,5056
BBB_2013J,120,3504
BBB_2014B,214,3060
AAA_2013J,197,1233
FFF_2014B,4,21414
GGG_2013J,146,2152
AAA_2013J,198,1205
FFF_2014B,189,7485
BBB_2014B,216,3011
DDD_2013B,116,11087
BBB_2014J,124,6362
EEE_2013J,18,22707
EEE_2014J,24,9114
FFF_2013B,81,16043
AAA_2013J,192,1367
AAA_2013J,176,1868
FFF_2014J,-8,5923
EEE_2014J,126,5947
BBB_2013B,118,3086
BBB_2013J,113,3746
DDD_2013J,106,3727
EEE_2014B,220,2525
EEE_2013J,154,10285
FFF_2014J,-14,6129
FFF_2013B,148,14008
CCC_2014B,63,11704
EEE_2014J,120,6178
FFF_2013J,33,26266
BBB_2013J,134,3110
GGG_2013J,174,1317
CCC_2014J,63,12199
GGG_2014B,213,2587
AAA_2014J,-19,2726
BBB_2013J,103,4082
BBB_2013J,133,3152
EEE_2014J,58,8091
BBB_2013B,16,14462
BBB_2014J,149,13820
BBB_2014J,10,9948
BBB_2014J,104,7033
BBB_2013B,97,3771
DDD_2014J,-16,2264
GGG_2013J,167,1558
CCC_2014B,83,2978
FFF_2014J,-1,22150
FFF_2014J,159,17195
DDD_2014B,121,5786
DDD_2014B,224,2594
FFF_2013B,86,24144
AAA_2013J,156,2445
FFF_2013B,112,6953
BBB_2014J,224,3210
EEE_2013J,43,5610
AAA_2013J,186,1497
FFF_2013B,178,13121
CCC_2014B,212,7155
FFF_2014B,30,20682
FFF_2013J,-5,11126
DDD_2013J,60,5169
EEE_2014B,123,5643
FFF_2014J,8,30100
CCC_2014B,208,7266
EEE_2014B,-8,1509
FFF_2013J,198,13045
BBB_2013J,125,3336
DDD_2013J,111,3610
EEE_2013J,7,6759
FFF_2013J,45,34168
FFF_2014J,199,24156
BBB_2014J,204,3859
EEE_2013J,99,3897
FFF_2014B,60,11593
BBB_2013B,91,3888
DDD_2013B,175,1117
GGG_2014B,-7,1812
EEE_2013J,151,13600
FFF_2013J,235,54672
CCC_2014J,151,7081
FFF_2014B,100,12165
DDD_2013B,144,6507
FFF_2013B,42,19173
BBB_2013J,-3,6169
CCC_2014B,-18,11807
FFF_2013B,63,10357
DDD_2014J,126,2377
GGG_2014J,25,1348
BBB_2014J,105,5815
AAA_2013J,187,1660
FFF_2013J,106,17707
AAA_2013J,183,1823
BBB_2014J,198,11135
GGG_2014J,-1,2162
EEE_2014J,91,2092
CCC_2014B,-15,3489
EEE_2014B,56,2672
FFF_2013B,158,15615
FFF_2014J,182,10160
EEE_2014B,40,3159
FFF_2013B,36,19395
FFF_2014J,74,13505
GGG_2014J,26,1333
BBB_2013J,61,4223
FFF_2014B,-4,7223
FFF_2014B,147,10763
DDD_2013J,126,7560
DDD_2013B,145,6471
FFF_2013J,154,16258
GGG_2014B,-2,1712
CCC_2014J,15,35814
EEE_2014B,99,1310
EEE_2014B,-18,4939
FFF_2014B,152,10624
EEE_2014B,93,1553
BBB_2013B,56,3776
CCC_2014B,221,12649
FFF_2013B,12,20170
GGG_2014B,12,1296
AAA_2014J,-18,2726
BBB_2014B,200,2294
CCC_2014B,66,25642
FFF_2013B,119,8681
EEE_2014B,98,1382
CCC_2014B,-14,3546
DDD_2014J,54,4666
GGG_2014B,19,1097
EEE_2013J,113,6627
BBB_2014B,187,2706
DDD_2013J,20,10897
BBB_2014J,47,7563
GGG_2014J,24,1458
BBB_2014J,176,3569
FFF_2013J,63,10931
EEE_2014B,20,3838
DDD_2013J,5,11356
EEE_2014B,152,7940
CCC_2014B,191,5347
EEE_2014B,12,4083
GGG_2013J,154,2649
GGG_2014J,-2,2270
BBB_2013B,225,6768
EEE_2014J,90,2167
BBB_2013J,-4,6178
BBB_2013B,63,3608
CCC_2014J,217,5038
DDD_2014J,119,2621
BBB_2014B,79,6090
FFF_2013B,10,28470
EEE_2013J,229,3063
BBB_2013B,64,3575
FFF_2013J,32,28288
GGG_2013J,153,2696
BBB_2013B,-2,5504
CCC_2014J,114,8352
FFF_2014J,-13,7857
FFF_2014J,187,9849
GGG_2013J,143,3009
BBB_2014B,202,2157
GGG_2013J,137,3199
FFF_2014B,185,9401
AAA_2013J,181,1986
EEE_2014J,71,2799
FFF_2013B,216,21844
GGG_2014J,18,1675
AAA_2013J,169,2363
FFF_2013B,80,17895
GGG_2013J,189,1597
DDD_2013J,88,8648
DDD_2013B,26,10067
CCC_2014J,154,7101
EEE_2013J,23,9491
BBB_2014J,202,2684
EEE_2014J,69,2845
GGG_2014B,24,1005
FFF_2014B,95,12230
BBB_2014B,206,2066
EEE_2014B,96,1555
FFF_2013B,197,14280
FFF_2013B,118,8530
AAA_2013J,180,2053
CCC_2014J,206,13642
EEE_2014J,162,16386
BBB_2014B,204,2138
DDD_2013J,146,6818
FFF_2014B,16,22884
GGG_2014J,225,3496
GGG_2013J,136,3278
FFF_2013B,9,28312
CCC_2014B,64,17535
DDD_2014J,1,14282
AAA_2014J,-3,2495
DDD_2013J,148,6837
AAA_2014J,-11,2655
DDD_2013B,138,6631
EEE_2013J,133,6155
DDD_2013B,4,10782
AAA_2013J,172,2207
FFF_2013J,42,19613
GGG_2014J,8,2055
FFF_2014J,164,18836
DDD_2014B,48,4229
BBB_2014B,80,5892
GGG_2014B,-1,1831
BBB_2014B,-9,8650
CCC_2014J,130,7906
AAA_2013J,190,1624
AAA_2013J,196,1438
DDD_2013J,127,7502
BBB_2014B,198,2239
FFF_2014J,180,10138
CCC_2014J,121,8176
EEE_2014J,205,6885
FFF_2014J,18,39727
BBB_2013J,73,3639
EEE_2014J,92,2192
FFF_2014J,128,19936
GGG_2013J,188,1705
EEE_2014B,95,1654
BBB_2014J,15,8426
CCC_2014J,239,29086
EEE_2014J,16,20986
DDD_2013J,23,18860
GGG_2014B,205,3664
FFF_2013J,66,18902
BBB_2014J,150,12436
BBB_2014J,32,7904
CCC_2014J,82,1180
DDD_2013B,1,10873
FFF_2013B,-16,12768
DDD_2013B,137,6646
DDD_2013J,32,10406
EEE_2014B,39,3363
CCC_2014J,105,8249
EEE_2014B,49,3107
CCC_2014B,195,4958
FFF_2014J,55,13808
CCC_2014B,129,6992
DDD_2013B,225,4257
AAA_2013J,204,1408
DDD_2014J,35,5437
DDD_2014J,92,3667
GGG_2014B,217,2813
EEE_2014J,208,6862
BBB_2013J,95,11081
DDD_2014B,108,2693
EEE_2014B,7,4389
CCC_2014J,44,10114
FFF_2013B,170,14966
EEE_2013J,11,9980
DDD_2013J,26,10947
BBB_2014J,30,7885
DDD_2014J,99,3424
DDD_2013J,52,18289
CCC_2014J,57,9706
AAA_2013J,185,2018
BBB_2014B,25,7545
CCC_2014B,14,18728
DDD_2014B,71,3784
BBB_2014J,86,6163
DDD_2013B,124,7357
BBB_2013B,158,8656
GGG_2013J,123,3292
DDD_2013B,-13,3434
BBB_2013B,9,13282
AAA_2013J,166,2598
FFF_2013J,229,21865
FFF_2013B,183,14591
AAA_2014J,-6,2626
DDD_2013J,75,1287
BBB_2013B,44,12074
CCC_2014B,-13,3263
DDD_2013J,139,7498
DDD_2013J,209,5328
FFF_2013J,108,17467
BBB_2013B,30,12529
AAA_2014J,237,3268
FFF_2013B,145,15813
CCC_2014B,184,5347
DDD_2013B,200,5108
BBB_2013J,68,3665
EEE_2014J,144,8899
GGG_2014J,-8,2181
GGG_2014J,12,1561
DDD_2013B,130,7236
DDD_2013J,224,4826
FFF_2014B,84,12506
BBB_2014B,203,1961
EEE_2014B,5,4568
FFF_2014B,-3,7008
EEE_2014J,97,2222
EEE_2013J,164,5353
AAA_2013J,201,1465
FFF_2013B,56,10386
BBB_2013J,21,5140
EEE_2014B,37,3560
BBB_2013J,74,3502
AAA_2013J,178,2155
GGG_2014B,6,1266
GGG_2014J,29,1064
CCC_2014J,116,7916
DDD_2014J,53,4926
GGG_2014B,14,1028
FFF_2013J,-3,12734
FFF_2014J,3,40098
EEE_2014B,38,3581
AAA_2013J,191,1927
EEE_2014B,47,3304
GGG_2013J,131,3128
GGG_2013J,138,2911
GGG_2013J,168,1981
BBB_2014B,196,2094
GGG_2013J,176,1736
BBB_2014J,175,3248
GGG_2013J,180,1611
CCC_2014J,153,6880
BBB_2014B,184,2462
DDD_2014B,65,3874
EEE_2013J,227,3429
AAA_2013J,202,1595
DDD_2014J,48,4925
GGG_2014B,215,3009
DDD_2014B,-5,6065
AAA_2013J,179,2287
FFF_2014B,81,12386
AAA_2013J,203,1546
CCC_2014J,152,6892
GGG_2014J,32,1002
GGG_2013J,169,1971
GGG_2013J,186,1443
GGG_2014B,-6,1681
FFF_2013B,13,19701
BBB_2013J,88,2993
FFF_2014J,140,19278
GGG_2014J,11,1662
DDD_2014B,47,4408
DDD_2014J,90,3579
AAA_2014J,-4,2790
GGG_2014B,-3,1593
FFF_2013J,44,35649
BBB_2014B,210,1693
BBB_2013B,70,3050
BBB_2014J,42,7402
EEE_2014B,0,4781
BBB_2013J,164,8834
BBB_2014B,222,1323
DDD_2013J,218,4843
FFF_2014J,-7,7460
BBB_2014J,238,1334
EEE_2014J,35,4186
BBB_2014B,185,2485
CCC_2014J,110,8165
FFF_2013B,62,10026
EEE_2014J,34,4213
FFF_2013J,4,36903
FFF_2013J,53,27192
GGG_2013J,159,2314
EEE_2013J,146,5957
EEE_2014J,145,8966
GGG_2013J,165,2130
EEE_2014J,-2,5389
EEE_2014J,96,2347
FFF_2014J,62,13530
GGG_2014J,19,1447
DDD_2014B,109,2570
BBB_2014J,168,3401
DDD_2013B,143,6729
DDD_2014J,91,3630
BBB_2013B,19,12728
FFF_2013B,157,15285
GGG_2014J,22,1369
DDD_2014B,-4,6095
EEE_2014B,28,3934
AAA_2013J,17,7252
GGG_2014B,-4,1681
GGG_2014J,15,1599
GGG_2013J,162,2260
FFF_2013J,129,33082
FFF_2013J,214,22252
GGG_2014B,7,1352
BBB_2014J,113,5135
AAA_2013J,199,1635
DDD_2014J,145,10134
FFF_2013J,131,24837
EEE_2014J,68,10450
EEE_2013J,219,2793
CCC_2014B,190,4854
FFF_2014B,124,10910
GGG_2014B,30,1179
GGG_2014J,51,1035
FFF_2013J,96,33876
AAA_2013J,171,2687
GGG_2014B,214,3677
CCC_2014J,52,9631
DDD_2013J,131,7952
BBB_2014J,36,8464
DDD_2014J,125,2920
DDD_2013B,-14,3749
EEE_2014J,86,1686
BBB_2013B,227,7248
BBB_2014J,31,8614
DDD_2014B,28,5428
BBB_2014B,24,8333
GGG_2014B,11,1794
GGG_2014B,23,1422
EEE_2014B,76,1480
BBB_2014J,11,9253
FFF_2014J,114,19955
CCC_2014J,109,16028
DDD_2014B,111,2809
DDD_2014J,63,4799
GGG_2013J,134,3710
AAA_2013J,163,2963
CCC_2014J,38,10027
FFF_2014J,-9,7369
FFF_2014B,13,14402
FFF_2014B,66,12758
DDD_2013J,144,7521
GGG_2014J,37,1516
AAA_2014J,-1,2809
CCC_2014J,39,9994
CCC_2014J,194,5189
EEE_2014J,10,12262
FFF_2014J,48,21992
BBB_2014J,87,6920
EEE_2013J,117,5965
AAA_2013J,173,2638
AAA_2013J,177,2515
GGG_2014B,0,2172
EEE_2014J,70,2252
FFF_2013J,134,16380
GGG_2014J,31,1725
CCC_2014B,-7,2829
EEE_2013J,165,4521
EEE_2013J,186,3870
BBB_2014B,205,2657
AAA_2013J,193,1914
FFF_2014B,190,8943
DDD_2014B,29,5450
EEE_2013J,32,16822
BBB_2013J,106,3256
FFF_2013J,200,14344
EEE_2014J,76,2107
DDD_2014J,96,3836
AAA_2014J,-22,3415
CCC_2014J,196,5205
DDD_2014B,7,6097
DDD_2014J,104,3594
BBB_2013J,111,3110
EEE_2014J,64,10669
FFF_2014J,211,17018
EEE_2014B,73,1689
FFF_2014J,11,31415
AAA_2013J,170,2685
FFF_2014B,201,8610
AAA_2014J,-2,2774
FFF_2014B,0,23062
BBB_2013J,86,3899
BBB_2013J,119,2875
FFF_2014J,5,31580
FFF_2013B,111,8446
EEE_2014J,80,1958
FFF_2014J,28,22678
FFF_2014B,158,9964
CCC_2014B,134,14789
EEE_2014B,87,1234
EEE_2014B,21,3279
DDD_2013J,150,7218
FFF_2013B,203,13554
FFF_2013J,159,15422
FFF_2014B,130,10601
BBB_2013B,46,12715
CCC_2014J,190,5488
EEE_2013J,116,6106
AAA_2013J,155,3308
FFF_2013B,15,35752
FFF_2014J,174,9728
AAA_2013J,207,1697
FFF_2013B,222,45747
DDD_2013B,78,8967
DDD_2013B,21,10731
EEE_2013J,225,2712
FFF_2014B,150,9986
DDD_2014J,66,4620
GGG_2014B,16,1764
EEE_2013J,228,2616
BBB_2013B,62,4058
CCC_2014J,193,5362
FFF_2014J,138,19089
GGG_2014J,44,1409
DDD_2013J,120,8132
FFF_2013B,-11,12044
FFF_2013B,191,13973
EEE_2013J,159,12984
GGG_2013J,177,2517
FFF_2014J,31,30581
CCC_2014J,102,8169
EEE_2013J,230,2588
GGG_2014B,5,2134
EEE_2014B,81,1484
GGG_2014J,58,1001
DDD_2013B,131,7281
DDD_2013J,73,1477
GGG_2014B,31,1339
GGG_2014J,10,2494
EEE_2014B,55,2341
CCC_2014B,25,10152
EEE_2014J,3,12651
CCC_2014J,129,7435
DDD_2014J,14,6277
DDD_2013B,24,18871
BBB_2014J,161,4395
FFF_2014J,225,24596
EEE_2013J,115,6195
BBB_2014J,51,7801
FFF_2014J,235,32482
CCC_2014B,131,6862
BBB_2014J,90,6603
EEE_2014J,138,8448
BBB_2013B,98,2876
DDD_2014J,234,7662
EEE_2014J,89,1777
FFF_2013J,178,14902
EEE_2013J,226,2740
FFF_2013B,7,19726
FFF_2014B,38,13547
BBB_2013J,112,2949
EEE_2014J,131,8719
GGG_2013J,147,3499
CCC_2014B,128,6925
DDD_2014J,97,3668
BBB_2014B,38,7729
BBB_2014J,155,4601
FFF_2013B,3,28027
FFF_2013J,91,17611
FFF_2014J,107,20123
AAA_2013J,200,1853
DDD_2014B,107,2884
FFF_2014J,56,13507
BBB_2013J,-9,6718
DDD_2014B,45,4804
DDD_2013J,-14,4150
FFF_2014J,232,24417
FFF_2014J,240,73321
CCC_2014J,150,6736
DDD_2014J,95,4093
DDD_2014B,33,5508
GGG_2014B,25,1074
FFF_2014J,-4,15128
BBB_2013B,77,3435
DDD_2014B,27,5698
GGG_2014J,33,1333
EEE_2014B,86,1450
BBB_2014B,201,2578
FFF_2013J,36,27288
GGG_2014J,30,1431
EEE_2014B,85,1472
AAA_2014J,35,1915
FFF_2014B,-9,6607
CCC_2014B,149,5851
DDD_2014B,167,1371
DDD_2014J,57,5288
DDD_2014B,169,1312
EEE_2014B,72,1869
DDD_2014B,13,6138
FFF_2014B,196,8434
DDD_2014B,161,1554
EEE_2014B,143,7849
EEE_2013J,179,4261
FFF_2013B,50,18172
DDD_2014B,228,7667
EEE_2014J,135,8604
FFF_2013J,49,18705
BBB_2014J,132,5247
BBB_2013B,57,4097
DDD_2014J,89,4239
FFF_2013B,104,8326
DDD_2013B,142,7304
EEE_2014B,88,1417
FFF_2013J,1,36598
AAA_2013J,16,7774
FFF_2013J,90,17452
EEE_2013J,24,9116
FFF_2013B,35,18681
BBB_2013B,113,2372
EEE_2014B,90,1346
GGG_2014B,18,1339
GGG_2013J,158,2721
FFF_2014B,17,22211
BBB_2014J,181,3740
EEE_2014B,92,1280
FFF_2013J,97,17257
GGG_2013J,129,3622
EEE_2013J,1,9816
GGG_2013J,187,1829
EEE_2014B,89,1364
GGG_2014J,-16,2911
FFF_2013J,48,18769
BBB_2013J,206,8188
DDD_2013J,145,7822
BBB_2013B,-1,5793
EEE_2014J,79,2234
GGG_2014J,7,2205
DDD_2013B,80,9334
GGG_2013J,178,2119
FFF_2013B,46,34733
EEE_2013J,170,4619
DDD_2013J,233,21474
AAA_2013J,209,1698
DDD_2014B,112,3119
CCC_2014J,122,7269
AAA_2013J,164,3067
BBB_2014J,125,5383
BBB_2014B,207,2337
EEE_2014B,27,3332
GGG_2013J,190,1762
FFF_2013J,70,9936
FFF_2014J,22,47148
GGG_2014J,17,1912
EEE_2014B,36,3049
EEE_2014J,88,1936
FFF_2014J,63,13122
BBB_2014J,52,7652
GGG_2014B,29,1047
BBB_2013J,118,2638
FFF_2013J,128,24541
GGG_2014J,23,1740
DDD_2013J,1,12246
FFF_2014J,119,11403
GGG_2014J,6,2276
GGG_2013J,179,2127
BBB_2014J,216,2583
DDD_2014J,168,1856
GGG_2014J,38,1283
BBB_2013B,112,2336
CCC_2014J,179,5455
EEE_2014B,80,1718
AAA_2014J,-10,3277
BBB_2014B,209,2308
EEE_2014J,153,8153
DDD_2014J,120,3367
FFF_2014J,135,43678
DDD_2014B,171,1283
GGG_2014B,15,1500
BBB_2013J,-5,6475
DDD_2013J,232,13290
FFF_2014B,-5,6566
AAA_2013J,210,1683
BBB_2013J,105,3064
EEE_2013J,185,4172
DDD_2014J,88,4352
EEE_2014B,142,8037
FFF_2013J,6,28101
FFF_2014J,24,38717
AAA_2013J,217,1634
DDD_2013B,136,7407
BBB_2013J,163,9345
FFF_2013J,41,18809
FFF_2014B,22,30063
BBB_2013J,67,4141
GGG_2014B,-5,2148
FFF_2013J,173,22934
BBB_2013J,85,3589
DDD_2014J,102,3754
DDD_2014J,65,4906
AAA_2013J,205,2001
DDD_2013J,70,1772
DDD_2014J,176,1464
FFF_2014B,54,12703
FFF_2013J,98,17089
FFF_2014B,47,12950
EEE_2014B,97,1274
DDD_2014B,46,4950
CCC_2014J,68,8968
EEE_2014J,75,2445
DDD_2013J,156,7273
FFF_2013B,186,13869
DDD_2013J,11,11759
CCC_2014B,130,6529
EEE_2014J,9,12668
DDD_2014J,175,1465
EEE_2014B,18,11887
FFF_2014B,188,8582
CCC_2014J,148,6593
EEE_2014J,-17,5341
EEE_2014J,74,2520
CCC_2014J,45,9790
EEE_2014B,43,2976
AAA_2014J,27,2246
FFF_2013B,138,15368
DDD_2014J,87,4266
FFF_2013B,218,37463
GGG_2013J,195,1725
FFF_2014J,0,39533
FFF_2014B,176,8997
GGG_2014J,45,1171
AAA_2014J,28,2198
AAA_2013J,224,1337
BBB_2014J,199,11162
DDD_2014B,44,5117
EEE_2013J,177,4515
CCC_2014J,192,5210
DDD_2013J,44,10834
GGG_2014B,33,1046
EEE_2014J,-5,5001
CCC_2014B,206,20644
EEE_2014B,62,2423
FFF_2014B,184,8763
AAA_2014J,-5,3270
EEE_2014B,48,2852
GGG_2014B,17,1550
DDD_2013B,30,10715
FFF_2014B,195,8417
BBB_2014J,173,3789
GGG_2014B,8,1836
DDD_2014J,28,6068
FFF_2013B,-12,11883
DDD_2014J,105,3703
DDD_2013J,162,7155
AAA_2013J,184,2609
BBB_2014J,160,4211
FFF_2014B,168,9269
FFF_2014J,85,12345
GGG_2014J,46,1181
DDD_2014B,168,1240
FFF_2014B,170,19218
AAA_2014J,69,1132
DDD_2014B,38,5615
GGG_2014B,32,1628
FFF_2014J,222,18121
EEE_2013J,187,3267
FFF_2014J,175,11364
BBB_2014J,153,3289
DDD_2014B,37,5637
GGG_2014B,45,1234
CCC_2014B,210,5753
DDD_2014J,169,2069
EEE_2014B,42,2028
EEE_2013J,53,7403
FFF_2013J,179,16473
CCC_2014B,-17,4599
FFF_2014B,86,21826
DDD_2014J,13,6903
DDD_2014B,177,1315
FFF_2014B,186,10533
BBB_2014B,159,2615
GGG_2014B,10,2334
FFF_2013J,23,37715
CCC_2014J,4,20822
FFF_2013J,205,15686
DDD_2014J,235,8160
FFF_2013B,136,17317
DDD_2014B,6,6562
AAA_2014J,64,1302
EEE_2014B,226,4555
BBB_2013J,62,3170
GGG_2013J,183,2716
CCC_2014B,211,5679
DDD_2014B,178,1247
EEE_2013J,132,4985
FFF_2013B,142,17149
BBB_2014B,45,6185
AAA_2013J,162,3488
AAA_2013J,232,1318
FFF_2014J,176,11408
DDD_2013J,-8,4633
DDD_2014B,172,1526
EEE_2013J,25,8355
FFF_2014J,-11,9007
GGG_2013J,185,2671
DDD_2014J,174,1954
EEE_2014J,164,23404
DDD_2014J,113,3851
FFF_2014B,37,15200
FFF_2014B,224,25785
AAA_2014J,42,1888
FFF_2014J,167,11701
BBB_2014B,12,7103
DDD_2014B,31,5913
DDD_2013J,149,7971
DDD_2013J,225,5606
GGG_2013J,148,3838
GGG_2013J,163,3372
EEE_2013J,123,13484
EEE_2014B,-4,3513
GGG_2014J,59,1389
FFF_2014B,222,17700
GGG_2014B,4,2588
DDD_2014J,118,3666
BBB_2014J,-9,24653
FFF_2013B,76,11049
DDD_2014B,113,3314
EEE_2013J,183,3480
DDD_2014B,162,1794
AAA_2013J,18,7881
DDD_2014B,173,1475
EEE_2013J,64,7168
FFF_2013J,75,11607
EEE_2014B,227,4583
DDD_2014J,103,4138
FFF_2014B,191,10474
CCC_2014J,198,6657
FFF_2013B,44,28436
DDD_2014B,49,5146
DDD_2014B,179,1116
EEE_2014J,137,7924
GGG_2014B,9,2471
DDD_2014B,166,1518
FFF_2014B,165,11044
BBB_2014J,-4,8032
BBB_2014J,23,7195
EEE_2013J,214,2552
DDD_2014B,12,6284
EEE_2013J,169,3942
AAA_2014J,55,1677
CCC_2014J,83,2129
AAA_2013J,165,3488
AAA_2014J,56,1650
AAA_2014J,7,3175
EEE_2014B,141,7275
DDD_2014B,20,6047
CCC_2014B,-16,4696
FFF_2014J,17,40717
GGG_2013J,170,3221
BBB_2014B,40,6185
BBB_2014B,179,1876
BBB_2014J,50,6382
BBB_2013J,69,2815
CCC_2014J,77,2300
GGG_2013J,192,2547
BBB_2014B,47,5979
FFF_2014J,236,33975
EEE_2014B,75,1174
FFF_2013J,65,19892
FFF_2014B,164,11104
DDD_2014B,182,1004
AAA_2014J,62,1499
GGG_2014B,53,1168
EEE_2013J,108,5909
FFF_2013B,199,15274
AAA_2014J,-23,4058
FFF_2013B,106,9960
DDD_2014B,183,1068
AAA_2014J,21,2681
